query	entity	cs_confidence	expert_conf
INEX_LD-20120422	<dbpedia:United_States_Bicycle_Route_System>	0.3	-
INEX_LD-20120422	<dbpedia:Utility_bicycle>	1.0	-
INEX_LD-20120422	<dbpedia:Vilpatti>	1.0	1.0
INEX_LD-20120422	<dbpedia:Walt_Disney's_Classic_Cartoon_Favorites>	1.0	-
INEX_LD-20120422	<dbpedia:Whittier_Narrows>	1.0	0.0
INEX_LD-20120431	<dbpedia:Air_Force_Association_Cycling_Classic>	0.3	-
INEX_LD-20120431	<dbpedia:Albany_Health_and_Human_Services_Corporation>	1.0	-
INEX_LD-20120431	<dbpedia:Alcohol_and_health>	1.0	-
INEX_LD-20120431	<dbpedia:Belt-driven_bicycle>	1.0	-
INEX_LD-20120431	<dbpedia:BenMAP>	1.0	-
INEX_LD-20120431	<dbpedia:Benefits_Street>	1.0	-
INEX_LD-20120431	<dbpedia:Bicycle>	0.6	-
INEX_LD-20120431	<dbpedia:Bicycle_brake>	0.6	1.0
INEX_LD-20120431	<dbpedia:Bicycle_commuting>	1.0	-
INEX_LD-20120431	<dbpedia:Bicycle_gearing>	0.6	1.0
INEX_LD-20120431	<dbpedia:Bicycle_helmet>	1.0	0.0
INEX_LD-20120431	<dbpedia:Bicycle_helmet_laws_by_country>	0.6	1.0
INEX_LD-20120431	<dbpedia:Bicycle_messenger>	1.0	1.0
INEX_LD-20120431	<dbpedia:Bicycle_tire>	1.0	1.0
INEX_LD-20120431	<dbpedia:Bissell_(cycling_team)>	1.0	-
INEX_LD-20120431	<dbpedia:California_Bicycle_Coalition>	0.4	1.0
INEX_LD-20120431	<dbpedia:Cardboard_bicycle>	1.0	-
INEX_LD-20120431	<dbpedia:Catamaran_Corporation>	1.0	-
INEX_LD-20120431	<dbpedia:Choosing_Healthplans_All_Together>	1.0	-
INEX_LD-20120431	<dbpedia:Cycling>	0.4	-
INEX_LD-20120431	<dbpedia:Cycling_advocacy>	0.6	0.0
INEX_LD-20120431	<dbpedia:Cycling_infrastructure>	1.0	1.0
INEX_LD-20120431	<dbpedia:DC_Health_Link>	1.0	-
INEX_LD-20120431	<dbpedia:Defined_contribution_health_benefits>	1.0	-
INEX_LD-20120431	<dbpedia:Diamondback_Bicycles>	0.6	-
INEX_LD-20120431	<dbpedia:Electric_bicycle>	0.6	0.0
INEX_LD-20120431	<dbpedia:Employee_benefit>	1.0	-
INEX_LD-20120431	<dbpedia:Employee_compensation_in_the_United_States>	1.0	-
INEX_LD-20120431	<dbpedia:Environmental_health>	0.6	-
INEX_LD-20120431	<dbpedia:Express_Scripts>	1.0	-
INEX_LD-20120431	<dbpedia:Federal_Employees_Health_Benefits_Program>	1.0	-
INEX_LD-20120431	<dbpedia:GEHA>	1.0	-
INEX_LD-20120431	<dbpedia:Group_green_exercise>	1.0	-
INEX_LD-20120431	<dbpedia:Health>	0.6	-
INEX_LD-20120431	<dbpedia:Health_Advocate>	1.0	-
INEX_LD-20120431	<dbpedia:Health_Net>	1.0	-
INEX_LD-20120431	<dbpedia:Health_care>	1.0	-
INEX_LD-20120431	<dbpedia:Health_care_in_Australia>	0.6	-
INEX_LD-20120431	<dbpedia:Health_effects_of_tea>	1.0	-
INEX_LD-20120431	<dbpedia:Health_effects_of_wine>	1.0	-
INEX_LD-20120431	<dbpedia:Health_in_China>	1.0	-
INEX_LD-20120431	<dbpedia:Health_insurance>	0.6	-
INEX_LD-20120431	<dbpedia:Health_insurance_in_the_United_States>	1.0	-
INEX_LD-20120431	<dbpedia:Health_management_system>	1.0	-
INEX_LD-20120431	<dbpedia:Hospitalization_Benefits_Plan>	1.0	-
INEX_LD-20120431	<dbpedia:Houston_B-cycle>	0.4	-
INEX_LD-20120431	<dbpedia:Humana>	1.0	-
INEX_LD-20120431	<dbpedia:ICan_Benefit>	1.0	-
INEX_LD-20120431	<dbpedia:Indoor_cycling>	0.2	1.0
INEX_LD-20120431	<dbpedia:Inverse_benefit_law>	1.0	-
INEX_LD-20120431	<dbpedia:Karl_Menzies>	1.0	-
INEX_LD-20120431	<dbpedia:Kela_(Finnish_institution)>	1.0	-
INEX_LD-20120431	<dbpedia:Kynect>	1.0	-
INEX_LD-20120431	<dbpedia:Lynskey_Performance_Designs>	0.6	-
INEX_LD-20120431	<dbpedia:Maryland_Health_Benefit_Exchange>	1.0	-
INEX_LD-20120431	<dbpedia:Medco_Health_Solutions>	0.6	-
INEX_LD-20120431	<dbpedia:Medicare_(Canada)>	1.0	-
INEX_LD-20120431	<dbpedia:Medicare_Part_D>	1.0	-
INEX_LD-20120431	<dbpedia:Mental_Health_Parity_Act>	1.0	-
INEX_LD-20120431	<dbpedia:New_York_City_Health_and_Hospitals_Corporation>	1.0	-
INEX_LD-20120431	<dbpedia:Non-Insured_Health_Benefits>	1.0	-
INEX_LD-20120431	<dbpedia:North_Star_Grand_Prix>	1.0	-
INEX_LD-20120431	<dbpedia:Optum-Kelly_Benefit_Strategies>	1.0	-
INEX_LD-20120431	<dbpedia:Penny-farthing>	0.3	1.0
INEX_LD-20120431	<dbpedia:Pharmaceutical_Benefits_Scheme>	1.0	-
INEX_LD-20120431	<dbpedia:Pharmacy_benefit_management>	1.0	-
INEX_LD-20120431	<dbpedia:Phil_Gaimon>	1.0	-
INEX_LD-20120431	<dbpedia:Physical_exercise>	0.4	-
INEX_LD-20120431	<dbpedia:Public-benefit_corporation>	1.0	-
INEX_LD-20120431	<dbpedia:Qualified_Health_Benefit_Plan>	1.0	-
INEX_LD-20120431	<dbpedia:Redlands_Bicycle_Classic>	1.0	-
INEX_LD-20120431	<dbpedia:Riding_school_bus>	1.0	1.0
INEX_LD-20120431	<dbpedia:San_Francisco_Bicycle_Coalition>	0.6	-
INEX_LD-20120431	<dbpedia:Schwinn_Bicycle_Company>	0.6	1.0
INEX_LD-20120431	<dbpedia:Self-funded_health_care>	1.0	-
INEX_LD-20120431	<dbpedia:Social_determinants_of_health_in_poverty>	1.0	-
INEX_LD-20120431	<dbpedia:Social_security>	1.0	-
INEX_LD-20120431	<dbpedia:Stationary_bicycle>	1.0	1.0
INEX_LD-20120431	<dbpedia:Tom_Zirbel>	1.0	-
INEX_LD-20120431	<dbpedia:Tour_of_Elk_Grove>	0.2	1.0
INEX_LD-20120431	<dbpedia:United_States_House_Oversight_Subcommittee_on_Health_Care,_Benefits_and_Administrative_Rules>	1.0	-
INEX_LD-20120431	<dbpedia:Universal_health_care>	1.0	-
INEX_LD-20120431	<dbpedia:Utility_cycling>	0.4	0.0
INEX_LD-20120431	<dbpedia:Veterans_Health_Administration>	1.0	-
INEX_LD-20120431	<dbpedia:Vélo'v>	0.6	-
INEX_LD-20120431	<dbpedia:Welfare>	1.0	-
INEX_LD-20120431	<dbpedia:White_Spot_/_Delta_Road_Race>	0.6	-
INEX_LD-20120431	<dbpedia:Wide_outside_lane>	1.0	-
INEX_LD-20120431	<dbpedia:Women's_Health_(magazine)>	1.0	-
INEX_LD-20120431	<dbpedia:Women's_cycling_in_Australia>	1.0	-
INEX_LD-20120432	<dbpedia:29er_(bicycle)>	1.0	1.0
INEX_LD-20120432	<dbpedia:Adventure_Cycling_Association>	1.0	1.0
INEX_LD-20120432	<dbpedia:Air_Force_Association_Cycling_Classic>	1.0	-
INEX_LD-20120432	<dbpedia:Alice_Jung>	1.0	1.0
INEX_LD-20120432	<dbpedia:Belt-driven_bicycle>	1.0	-
INEX_LD-20120432	<dbpedia:Benefit_corporation>	1.0	-
INEX_LD-20120432	<dbpedia:Benefits_Street>	1.0	-
INEX_LD-20120432	<dbpedia:Bicycle-friendly>	0.6	-
INEX_LD-20120432	<dbpedia:Bicycle>	0.4	-
INEX_LD-20120432	<dbpedia:Bicycle_Federation_of_Australia>	0.6	1.0
INEX_LD-20120432	<dbpedia:Bicycle_Master_Plan>	0.4	1.0
INEX_LD-20120432	<dbpedia:Bicycle_brake>	1.0	-
INEX_LD-20120432	<dbpedia:Bicycle_commuting>	0.4	-
INEX_LD-20120432	<dbpedia:Bicycle_frame>	0.6	-
INEX_LD-20120432	<dbpedia:Bicycle_gearing>	0.6	1.0
INEX_LD-20120432	<dbpedia:Bicycle_handlebar>	1.0	-
INEX_LD-20120432	<dbpedia:Bicycle_helmet>	1.0	-
INEX_LD-20120432	<dbpedia:Bicycle_industry>	1.0	0.0
INEX_LD-20120432	<dbpedia:Bicycle_locker>	1.0	1.0
INEX_LD-20120432	<dbpedia:Bicycle_performance>	0.4	0.0
INEX_LD-20120432	<dbpedia:Bicycle_safety>	0.6	1.0
INEX_LD-20120432	<dbpedia:Bicycle_suspension>	0.6	-
INEX_LD-20120432	<dbpedia:Bicycle_tire>	1.0	-
INEX_LD-20120432	<dbpedia:Bicycle_transportation_planning_and_engineering>	0.2	1.0
INEX_LD-20120432	<dbpedia:Bicycle_wheel>	0.4	-
INEX_LD-20120432	<dbpedia:Bike_The_Drive>	0.4	-
INEX_LD-20120432	<dbpedia:Bike_Week_(Bicycle_Week)>	0.4	1.0
INEX_LD-20120432	<dbpedia:Bike_paths_in_Melbourne>	0.6	1.0
INEX_LD-20120432	<dbpedia:Bikeability>	0.6	1.0
INEX_LD-20120432	<dbpedia:Bikeway_safety>	0.4	-
INEX_LD-20120432	<dbpedia:Branded_environment>	1.0	-
INEX_LD-20120432	<dbpedia:Capital_Bixi>	0.4	-
INEX_LD-20120432	<dbpedia:Cardboard_bicycle>	0.3	-
INEX_LD-20120432	<dbpedia:City_bicycle>	0.6	-
INEX_LD-20120432	<dbpedia:Clássica_Loulé>	0.6	-
INEX_LD-20120432	<dbpedia:Colorado's_Copper_Triangle>	0.6	1.0
INEX_LD-20120432	<dbpedia:Cost–benefit_analysis>	1.0	-
INEX_LD-20120432	<dbpedia:Cycle_rickshaw>	0.6	0.0
INEX_LD-20120432	<dbpedia:Cycling>	0.4	-
INEX_LD-20120432	<dbpedia:Cycling_advocacy>	0.4	0.0
INEX_LD-20120432	<dbpedia:Cycling_in_New_Zealand>	0.4	1.0
INEX_LD-20120432	<dbpedia:Cycling_in_Portland,_Oregon>	0.4	-
INEX_LD-20120432	<dbpedia:Cycling_in_San_Francisco>	0.6	1.0
INEX_LD-20120432	<dbpedia:Cycling_infrastructure>	0.6	1.0
INEX_LD-20120432	<dbpedia:Diamondback_Bicycles>	1.0	-
INEX_LD-20120432	<dbpedia:Do_it_yourself>	1.0	-
INEX_LD-20120432	<dbpedia:Eco-economic_decoupling>	1.0	-
INEX_LD-20120432	<dbpedia:Electric_bicycle>	0.4	1.0
INEX_LD-20120432	<dbpedia:Electric_bicycle_laws>	1.0	1.0
INEX_LD-20120432	<dbpedia:Environment_of_China>	1.0	-
INEX_LD-20120432	<dbpedia:Environmental_protection>	0.6	-
INEX_LD-20120432	<dbpedia:Environmental_vegetarianism>	1.0	-
INEX_LD-20120432	<dbpedia:Environmentally_friendly>	1.0	-
INEX_LD-20120432	<dbpedia:Fixed-gear_bicycle>	0.4	1.0
INEX_LD-20120432	<dbpedia:Good_Roads_Movement>	1.0	-
INEX_LD-20120432	<dbpedia:Group_green_exercise>	1.0	-
INEX_LD-20120432	<dbpedia:Habitat_Bicycle_Challenge>	0.3	1.0
INEX_LD-20120432	<dbpedia:Houston_B-cycle>	0.6	-
INEX_LD-20120432	<dbpedia:Hyderabad_bicycling_club>	0.4	0.0
INEX_LD-20120432	<dbpedia:Individual_action_on_climate_change>	0.6	-
INEX_LD-20120432	<dbpedia:Inshore_Fisheries_and_Conservation_Authority>	1.0	-
INEX_LD-20120432	<dbpedia:International_charter_for_walking>	1.0	-
INEX_LD-20120432	<dbpedia:Karl_Menzies>	1.0	-
INEX_LD-20120432	<dbpedia:Lynskey_Performance_Designs>	1.0	-
INEX_LD-20120432	<dbpedia:Millennium_Ecosystem_Assessment>	1.0	-
INEX_LD-20120432	<dbpedia:Minister_for_the_Environment_(Australia)>	1.0	-
INEX_LD-20120432	<dbpedia:Motorized_bicycle>	1.0	1.0
INEX_LD-20120432	<dbpedia:Mountain_bike>	0.6	-
INEX_LD-20120432	<dbpedia:Nicodemus_Wilderness_Project>	1.0	-
INEX_LD-20120432	<dbpedia:North_Star_Grand_Prix>	1.0	-
INEX_LD-20120432	<dbpedia:Optum-KBS>	1.0	-
INEX_LD-20120432	<dbpedia:Optum-Kelly_Benefit_Strategies>	1.0	-
INEX_LD-20120432	<dbpedia:Phil_Gaimon>	0.6	-
INEX_LD-20120432	<dbpedia:Racing_bicycle>	0.6	-
INEX_LD-20120432	<dbpedia:Rideshare>	1.0	-
INEX_LD-20120432	<dbpedia:Road_space_rationing>	1.0	1.0
INEX_LD-20120432	<dbpedia:Roadster_(bicycle)>	1.0	-
INEX_LD-20120432	<dbpedia:San_Francisco_Bicycle_Coalition>	0.4	-
INEX_LD-20120432	<dbpedia:Saving_and_Preserving_Arts_and_Cultural_Environments>	1.0	-
INEX_LD-20120432	<dbpedia:Scottish_Environment_Protection_Agency>	0.6	-
INEX_LD-20120432	<dbpedia:Single-speed_bicycle>	0.6	-
INEX_LD-20120432	<dbpedia:Supermarket_Street_Sweep>	0.6	-
INEX_LD-20120432	<dbpedia:Sustainability_at_American_Colleges_and_Universities>	1.0	-
INEX_LD-20120432	<dbpedia:Sustrans>	1.0	1.0
INEX_LD-20120432	<dbpedia:Tandem_bicycle>	1.0	1.0
INEX_LD-20120432	<dbpedia:Tiruchirappalli_Bicycle_Share>	0.6	-
INEX_LD-20120432	<dbpedia:Tour_of_Elk_Grove>	0.4	-
INEX_LD-20120432	<dbpedia:Trails_in_Omaha>	1.0	1.0
INEX_LD-20120432	<dbpedia:Transportation_Alternatives>	0.6	-
INEX_LD-20120432	<dbpedia:Trouser_clips>	0.6	-
INEX_LD-20120432	<dbpedia:Utility_cycling>	0.4	0.0
INEX_LD-20120432	<dbpedia:Velo-city>	0.6	0.0
INEX_LD-20120432	<dbpedia:Vélo'v>	0.4	1.0
INEX_LD-20120432	<dbpedia:Walkability>	0.6	-
INEX_LD-20120432	<dbpedia:White_Spot_/_Delta_Road_Race>	0.6	-
INEX_LD-20120432	<dbpedia:Wide_outside_lane>	0.4	-
INEX_LD-20120432	<dbpedia:Wildlife_garden>	1.0	-
INEX_LD-20120511	<dbpedia:Abra_Moore>	0.4	-
INEX_LD-20120511	<dbpedia:Adrianne_León>	0.4	-
INEX_LD-20120511	<dbpedia:Aimee_Mann>	1.0	-
INEX_LD-20120511	<dbpedia:Aja_Kim>	0.4	-
INEX_LD-20120511	<dbpedia:Alanis_Morissette>	0.4	-
INEX_LD-20120511	<dbpedia:Alanna_Clarke>	0.6	0.0
INEX_LD-20120511	<dbpedia:Alannah_Myles>	0.2	-
INEX_LD-20120511	<dbpedia:Alexa_Wilkinson>	0.3	0.0
INEX_LD-20120511	<dbpedia:Alicja_Trout>	0.3	1.0
INEX_LD-20120511	<dbpedia:Alis_Lesley>	0.2	-
INEX_LD-20120511	<dbpedia:Alison_Mosshart>	0.4	-
INEX_LD-20120511	<dbpedia:All-female_band>	0.3	0.0
INEX_LD-20120511	<dbpedia:Amaia_Montero>	0.3	1.0
INEX_LD-20120511	<dbpedia:Amanda_Overmyer>	0.4	-
INEX_LD-20120511	<dbpedia:Amber_(singer)>	0.6	-
INEX_LD-20120511	<dbpedia:Amie_Miriello>	0.6	-
INEX_LD-20120511	<dbpedia:Amy_Millan>	0.4	-
INEX_LD-20120511	<dbpedia:Ana_Matronic>	0.2	-
INEX_LD-20120511	<dbpedia:Anastacia>	0.3	1.0
INEX_LD-20120511	<dbpedia:Andrée_Watters>	0.3	0.0
INEX_LD-20120511	<dbpedia:Anne_Preven>	0.6	-
INEX_LD-20120511	<dbpedia:Annie_Hardy>	0.6	-
INEX_LD-20120511	<dbpedia:Annie_Haslam>	0.6	-
INEX_LD-20120511	<dbpedia:Anouk_(singer)>	0.4	-
INEX_LD-20120511	<dbpedia:Aria_Crescendo>	0.2	-
INEX_LD-20120511	<dbpedia:Aslı_Gökyokuş>	0.2	0.0
INEX_LD-20120511	<dbpedia:Avril_Lavigne>	0.6	-
INEX_LD-20120511	<dbpedia:Aya_Kamiki>	0.4	-
INEX_LD-20120511	<dbpedia:Aylin_Aslım>	0.4	0.0
INEX_LD-20120511	<dbpedia:Becca_(musician)>	0.6	-
INEX_LD-20120511	<dbpedia:Becky_Stark>	0.2	0.0
INEX_LD-20120511	<dbpedia:Bessie_Smith>	1.0	0.0
INEX_LD-20120511	<dbpedia:Bilinda_Butcher>	0.2	0.0
INEX_LD-20120511	<dbpedia:Blaire_Reinhard>	0.4	-
INEX_LD-20120511	<dbpedia:Bonnie_Lou>	0.3	-
INEX_LD-20120511	<dbpedia:Bonnie_Raitt>	0.6	-
INEX_LD-20120511	<dbpedia:Bonnie_Tyler>	0.4	-
INEX_LD-20120511	<dbpedia:Britta_Phillips>	0.4	-
INEX_LD-20120511	<dbpedia:Brody_Dalle>	0.4	-
INEX_LD-20120511	<dbpedia:Caralisa_Monteiro>	0.6	0.0
INEX_LD-20120511	<dbpedia:Carole_Facal>	0.6	1.0
INEX_LD-20120511	<dbpedia:Carole_Pope>	0.4	-
INEX_LD-20120511	<dbpedia:Cassandra_Ford>	0.3	0.0
INEX_LD-20120511	<dbpedia:Cassidy_(musician)>	0.4	-
INEX_LD-20120511	<dbpedia:Charlene_Choi>	0.3	1.0
INEX_LD-20120511	<dbpedia:Charmaine_Brooks>	0.3	-
INEX_LD-20120511	<dbpedia:Cher>	0.4	-
INEX_LD-20120511	<dbpedia:Cherie_Currie>	0.6	-
INEX_LD-20120511	<dbpedia:Chi_Coltrane>	0.6	-
INEX_LD-20120511	<dbpedia:Chrissie_Hynde>	0.4	-
INEX_LD-20120511	<dbpedia:Christina_Billotte>	0.4	1.0
INEX_LD-20120511	<dbpedia:Christina_Booth>	0.6	-
INEX_LD-20120511	<dbpedia:Connie_Francis>	1.0	-
INEX_LD-20120511	<dbpedia:Cree_Summer>	0.6	0.0
INEX_LD-20120511	<dbpedia:Dalida>	0.6	-
INEX_LD-20120511	<dbpedia:Danielia_Cotton>	0.4	-
INEX_LD-20120511	<dbpedia:Deanna_Johnston>	0.2	0.0
INEX_LD-20120511	<dbpedia:Debbie_Harry>	0.6	-
INEX_LD-20120511	<dbpedia:Diane_Ray>	0.2	-
INEX_LD-20120511	<dbpedia:Dilana>	0.6	-
INEX_LD-20120511	<dbpedia:Dinah_Cancer>	0.6	-
INEX_LD-20120511	<dbpedia:Dolores_O'Riordan>	0.4	-
INEX_LD-20120511	<dbpedia:Donita_Sparks>	0.3	-
INEX_LD-20120511	<dbpedia:Donna_Summer>	0.6	-
INEX_LD-20120511	<dbpedia:Dulcie_Younger>	0.4	-
INEX_LD-20120511	<dbpedia:Edyta_Bartosiewicz>	0.4	-
INEX_LD-20120511	<dbpedia:Ekaterina_Ryabova>	0.3	0.0
INEX_LD-20120511	<dbpedia:Elis_Paprika>	0.2	0.0
INEX_LD-20120511	<dbpedia:Emily_Jane_White>	0.4	0.0
INEX_LD-20120511	<dbpedia:Erinn_Swan>	0.3	-
INEX_LD-20120511	<dbpedia:Ewelina_Flinta>	0.6	-
INEX_LD-20120511	<dbpedia:Filmfare_Award_for_Best_Female_Playback_Singer>	1.0	-
INEX_LD-20120511	<dbpedia:Filmfare_Award_for_Best_Female_Playback_Singer_–_Telugu>	1.0	-
INEX_LD-20120511	<dbpedia:Fiona_Apple>	0.3	-
INEX_LD-20120511	<dbpedia:Flor_(singer)>	0.4	-
INEX_LD-20120511	<dbpedia:Florence_Welch>	0.4	-
INEX_LD-20120511	<dbpedia:Geeta_Dutt>	0.2	0.0
INEX_LD-20120511	<dbpedia:Geri_X>	0.2	1.0
INEX_LD-20120511	<dbpedia:Gin_Wigmore>	0.4	-
INEX_LD-20120511	<dbpedia:Giorgia_Gueglio>	0.3	-
INEX_LD-20120511	<dbpedia:Giusy_Ferreri>	0.4	1.0
INEX_LD-20120511	<dbpedia:Go_Betty_Go>	0.2	1.0
INEX_LD-20120511	<dbpedia:Grace_Jones>	0.3	0.0
INEX_LD-20120511	<dbpedia:Grace_Slick>	0.4	-
INEX_LD-20120511	<dbpedia:Grammy_Award_for_Best_Female_Rock_Vocal_Performance>	1.0	-
INEX_LD-20120511	<dbpedia:Halca>	0.4	1.0
INEX_LD-20120511	<dbpedia:Hayley_Williams>	0.4	-
INEX_LD-20120511	<dbpedia:Holly_Hull>	0.4	0.0
INEX_LD-20120511	<dbpedia:Holly_Ross>	0.4	-
INEX_LD-20120511	<dbpedia:Holly_Woods>	0.6	-
INEX_LD-20120511	<dbpedia:Huma_Khwaja>	0.3	1.0
INEX_LD-20120511	<dbpedia:Ilona_(singer)>	0.2	-
INEX_LD-20120511	<dbpedia:It_Was_Romance>	0.3	-
INEX_LD-20120511	<dbpedia:Ivana_Peters>	0.2	1.0
INEX_LD-20120511	<dbpedia:Janet_Gardner>	0.3	-
INEX_LD-20120511	<dbpedia:Janis_Martin>	0.4	-
INEX_LD-20120511	<dbpedia:Jemina_Pearl>	0.3	0.0
INEX_LD-20120511	<dbpedia:Jenny_Warren>	0.6	-
INEX_LD-20120511	<dbpedia:Joan_Armatrading>	0.2	-
INEX_LD-20120511	<dbpedia:Joan_Jett>	0.4	1.0
INEX_LD-20120511	<dbpedia:Josipa_Lisac>	0.4	-
INEX_LD-20120511	<dbpedia:Julia_Neigel>	0.4	-
INEX_LD-20120511	<dbpedia:K._Juno>	0.6	-
INEX_LD-20120511	<dbpedia:Kasia_Nosowska>	0.3	-
INEX_LD-20120511	<dbpedia:Kate_Bush>	0.6	-
INEX_LD-20120511	<dbpedia:Kate_Ceberano>	0.6	1.0
INEX_LD-20120511	<dbpedia:Kate_Fenner>	0.2	-
INEX_LD-20120511	<dbpedia:Kate_Maki>	0.2	0.0
INEX_LD-20120511	<dbpedia:Kathi_Wilcox>	0.4	-
INEX_LD-20120511	<dbpedia:Kati_Kovács>	0.4	-
INEX_LD-20120511	<dbpedia:Kazuha_Oda>	0.3	-
INEX_LD-20120511	<dbpedia:Kelly_Johnson_(guitarist)>	0.6	-
INEX_LD-20120511	<dbpedia:Kerli>	0.2	0.0
INEX_LD-20120511	<dbpedia:Kim_Gordon>	0.4	-
INEX_LD-20120511	<dbpedia:Kimberley_Dahme>	0.6	-
INEX_LD-20120511	<dbpedia:Lachi_(artist)>	0.4	0.0
INEX_LD-20120511	<dbpedia:Lana_Lane>	0.6	-
INEX_LD-20120511	<dbpedia:Latin_Grammy_Award_for_Best_Rock_Solo_Vocal_Album>	1.0	-
INEX_LD-20120511	<dbpedia:Laura_Hubert>	0.4	-
INEX_LD-20120511	<dbpedia:Laura_Jane_Grace>	0.6	-
INEX_LD-20120511	<dbpedia:Linda_Hopper>	0.6	-
INEX_LD-20120511	<dbpedia:Lisa_Marie_Presley>	0.3	-
INEX_LD-20120511	<dbpedia:List_of_Indonesian_musicians_and_musical_groups>	0.4	1.0
INEX_LD-20120511	<dbpedia:List_of_awards_and_nominations_received_by_Ashanti>	0.6	1.0
INEX_LD-20120511	<dbpedia:List_of_awards_and_nominations_received_by_Avril_Lavigne>	0.2	-
INEX_LD-20120511	<dbpedia:List_of_awards_and_nominations_received_by_Gwen_Stefani>	0.3	0.0
INEX_LD-20120511	<dbpedia:List_of_awards_and_nominations_received_by_Janet_Jackson>	0.2	0.0
INEX_LD-20120511	<dbpedia:List_of_awards_and_nominations_received_by_Jolin_Tsai>	1.0	1.0
INEX_LD-20120511	<dbpedia:List_of_awards_and_nominations_received_by_Tina_Turner>	0.4	1.0
INEX_LD-20120511	<dbpedia:List_of_country_performers_by_era>	1.0	0.0
INEX_LD-20120511	<dbpedia:List_of_female_heavy_metal_singers>	0.2	0.0
INEX_LD-20120511	<dbpedia:List_of_female_rock_singers>	0.4	-
INEX_LD-20120511	<dbpedia:Liz_Phair>	0.3	-
INEX_LD-20120511	<dbpedia:Lori_Mai>	0.2	-
INEX_LD-20120511	<dbpedia:Lucie_Bílá>	0.6	0.0
INEX_LD-20120511	<dbpedia:Lydia_Canaan>	0.6	-
INEX_LD-20120511	<dbpedia:Magali_Luyten>	0.6	1.0
INEX_LD-20120511	<dbpedia:Malina_Moye>	0.2	1.0
INEX_LD-20120511	<dbpedia:Mari_Hamada>	0.3	-
INEX_LD-20120511	<dbpedia:Maria_del_Mar_(singer)>	0.2	1.0
INEX_LD-20120511	<dbpedia:Marie_Currie>	0.3	-
INEX_LD-20120511	<dbpedia:Marie_Fredriksson>	0.2	-
INEX_LD-20120511	<dbpedia:Mary_Lu_Zahalan>	0.4	-
INEX_LD-20120511	<dbpedia:Mei_Finegold>	0.3	0.0
INEX_LD-20120511	<dbpedia:Melissa_Auf_der_Maur>	0.4	-
INEX_LD-20120511	<dbpedia:Melissa_Etheridge>	0.4	-
INEX_LD-20120511	<dbpedia:Melissa_Ferrick>	0.6	-
INEX_LD-20120511	<dbpedia:Mia_Clarke>	0.4	-
INEX_LD-20120511	<dbpedia:Michelle_Malone>	0.6	-
INEX_LD-20120511	<dbpedia:Miss_Angie>	1.0	-
INEX_LD-20120511	<dbpedia:Morganne_Matis>	0.6	-
INEX_LD-20120511	<dbpedia:National_Film_Award_for_Best_Female_Playback_Singer>	1.0	-
INEX_LD-20120511	<dbpedia:Nikki_Laoye>	0.4	-
INEX_LD-20120511	<dbpedia:Nil_Karaibrahimgil>	0.2	-
INEX_LD-20120511	<dbpedia:Olivia_Merilahti>	0.6	-
INEX_LD-20120511	<dbpedia:Pamela_Morgan>	0.2	-
INEX_LD-20120511	<dbpedia:Patrice_Pike>	0.3	-
INEX_LD-20120511	<dbpedia:Patti_Russo>	0.2	-
INEX_LD-20120511	<dbpedia:Pina_Kollars>	0.2	1.0
INEX_LD-20120511	<dbpedia:Pink_(singer)>	0.4	-
INEX_LD-20120511	<dbpedia:Pollyana_Papel>	0.3	0.0
INEX_LD-20120511	<dbpedia:Rachel_Trachtenburg>	0.2	0.0
INEX_LD-20120511	<dbpedia:Rachèl_Louise>	0.3	-
INEX_LD-20120511	<dbpedia:Regina_Zernay_Roberts>	0.2	1.0
INEX_LD-20120511	<dbpedia:Rita_Lee>	0.4	-
INEX_LD-20120511	<dbpedia:Ryan_Starr>	0.4	-
INEX_LD-20120511	<dbpedia:Sade_(singer)>	0.4	-
INEX_LD-20120511	<dbpedia:Sadie_Jemmett>	0.3	-
INEX_LD-20120511	<dbpedia:Saffron_(singer)>	0.4	1.0
INEX_LD-20120511	<dbpedia:Saint_Lu>	0.4	-
INEX_LD-20120511	<dbpedia:Sarine_Voltage>	0.4	-
INEX_LD-20120511	<dbpedia:Sass_Jordan>	0.2	1.0
INEX_LD-20120511	<dbpedia:Shauna_Burns>	0.6	0.0
INEX_LD-20120511	<dbpedia:Shino_Lin>	0.6	-
INEX_LD-20120511	<dbpedia:Shirley_Manson>	0.2	0.0
INEX_LD-20120511	<dbpedia:Sierra_Kay>	0.4	-
INEX_LD-20120511	<dbpedia:Simi_Sernaker>	0.3	-
INEX_LD-20120511	<dbpedia:Singing>	1.0	-
INEX_LD-20120511	<dbpedia:Siouxsie_Sioux>	0.6	-
INEX_LD-20120511	<dbpedia:Sophie_Delila>	0.4	-
INEX_LD-20120511	<dbpedia:Sparkle_Moore>	0.2	-
INEX_LD-20120511	<dbpedia:Steffanie_Borges>	0.3	-
INEX_LD-20120511	<dbpedia:Stephanie_Finch>	0.2	-
INEX_LD-20120511	<dbpedia:Stevie_Nicks>	0.4	-
INEX_LD-20120511	<dbpedia:Susan_Tedeschi>	0.4	-
INEX_LD-20120511	<dbpedia:Susanna_Hoffs>	0.6	-
INEX_LD-20120511	<dbpedia:Suzi_Quatro>	0.2	1.0
INEX_LD-20120511	<dbpedia:Tian_Zhen>	1.0	-
INEX_LD-20120511	<dbpedia:Tina_Turner>	0.4	-
